question_id,question,answer,p_yes,p_no,confidence,info_utility,collateral_amount,l0_start,l1_start,l0_end,l1_end
40,"Will any major polling organization release a poll showing a significant shift in support for Trump among young male voters by December 30, 2024?",yes,0.8,0.2,0.8,0.7,892354856564955776,8595986229484902400,5700334864651852160,7607305085757933568,6441177190558017280
38,"Will the U.S. government issue any public statement or advisory regarding the Hot Topic data breach before December 8th, 2024?",yes,0.8,0.2,0.8,0.7,892580241666810880,8600952064105698304,5697043726646426752,7611331736438313984,6437769591018945664
35,"Will @firstuserhere coauthor a publication in AIstats, AAAI, ICLR or JMLR by December 24th, 2024?",no,0.2,0.8,0.8,0.7,599723735307162368,10585426862227805056,4629005578872562688,11510544158425503232,4256966423618896384
16,"Will the United Nations Security Council hold an emergency session regarding the Iran-Israel conflict before December 30, 2024?",yes,0.2,0.8,0.8,0.7,795815251781556992,5021382046051102720,9758269645810840448,5586715768222575488,8770805967741124608
14,"Will Israel conduct another airstrike on Iranian territory by December 30, 2024?",yes,0.8,0.2,0.8,0.7,815436593569452928,6595602900238704384,7429191954267988992,5912434274689271808,8287618554977542016
18,"Will Gregg Wallace issue a public apology specifically addressing the new allegations against him by December 9th, 2024?",no,0.2,0.8,0.8,0.7,732301093680515584,10199856641245109248,4803989087636677632,11259594230421785088,4351844213675936256
12,"Will any international humanitarian organization announce a new aid package for civilians affected by the fighting in Aleppo before December 8th, 2024?",no,0.2,0.8,0.8,0.7,719953431542885888,8386201645895708416,5842931289874372608,9244175596268345856,5300634923008184320
15,"Will a new study confirming the link between visceral fat and tau protein accumulation be published by December 30, 2024?",yes,0.8,0.2,0.8,0.7,835941350055594368,6837346530210085888,7166522829214334976,6110936135136494592,8018411404802798336
20,"Will Snowflake announce any new security measures or updates in response to the breach before December 8th, 2024?",yes,0.8,0.2,0.8,0.7,848729022444868480,5671605464393356288,8639529020067531648,5058993295174857728,9685721474811002240
17,"Will any other major airline file a lawsuit against CrowdStrike related to the July 19 incident before December 31, 2024?",yes,0.2,0.8,0.8,0.7,694097508758114560,6991964680576448512,7008044553789169664,7684437787341728512,6376523742662837248
19,"Will Lewis Hamilton finish ahead of George Russell in the WDC by December 8th, 2024?",yes,0.2,0.8,0.8,0.7,851184138643626880,5663410544188394112,8652030365392137216,6351728087649955328,7714436028090311680
11,"Will the U.S. Department of Labor release a report detailing a decline in wage growth for households earning over $150,000 by December 30, 2024?",yes,0.8,0.2,0.8,0.7,861832024451489792,5812114358792056832,8430666875278718848,5173106724170639360,9472064392380337024
13,"Will Apple release a HomePod powered with Apple Intelligence by December 28th, 2024?",no,0.2,0.8,0.8,0.7,670329732225676160,10862469987815059200,4510944569233847808,11906146410383631488,4115521371152125440
37,"Will Turkey publicly announce any new military support for the rebel forces in northern Syria before December 10th, 2024?",yes,0.8,0.2,0.8,0.7,756728541594488576,4945742550711413760,9907511257930654336,4467227316688220672,10968772468092390144
33,"Will Pierre Gasly beat Esteban Ocon in the Drivers Championship by December 10th, 2024?",yes,0.8,0.2,0.8,0.7,825521952898360576,5452147154845496320,8987284937174181632,4880398855881607168,10040162996298490624
34,"Will the Iranian government issue another public denial regarding the hacking allegations against them before December 7th, 2024?",no,0.2,0.8,0.8,0.7,830116667716069248,8919426315071009792,5493626862212595712,9971050951771828736,4914226217176519680
31,"Will any major influencer platform (such as TikTok or Instagram) update their copyright policies in response to the Alyssa Sheil and Sydney Nicole Gifford lawsuit by December 30, 2024?",no,0.2,0.8,0.8,0.7,832686419593027968,7206177259463659264,6799721715927784448,8058876952039331968,6080251664296767488
36,"Will the number of Google searches for 'move abroad' in the U.S. show a sustained increase over the next month compared to the previous year by December 30, 2024?",no,0.2,0.8,0.8,0.7,714397510880023680,8435323549347363712,5808905812959730688,9292325053408102784,5273168955925460992
32,"Will the Romanian government announce any new economic measures to address the budget deficit by December 9th, 2024?",yes,0.8,0.2,0.8,0.7,840079247800963584,5587830787239006208,8769055804607016576,4990999217339565056,9817673348808755328
39,"Will any Democratic senator join the DOGE Caucus before December 10th, 2024?",no,0.2,0.8,0.8,0.7,680769775060952320,7091931097893402624,6909260584124262784,7782496981921859712,6296179762590748672
40,"Will any major polling organization release a poll showing a significant shift in support for Trump among young male voters by December 30, 2024?",yes,0.8,0.2,0.8,0.7,891957186120974848,7607305085757933568,6441177190558017280,6732683781246016512,7277929811064374528
